p n nt time
256 5001 100 0.078070
256 5001 100 0.078103
256 5001 100 0.078333
256 5001 100 0.078398
256 5001 100 0.078372
256 5001 100 0.078913
256 5001 100 0.078089
256 5001 100 0.077919
256 5001 100 0.078216
256 5001 100 0.077958
256 5001 100 0.077847
256 5001 100 0.078314
256 5001 100 0.078894
256 5001 100 0.078430
256 5001 100 0.077986
256 5001 100 0.078420
256 5001 100 0.077950
256 5001 100 0.078469
256 5001 100 0.078871
256 5001 100 0.078327
256 5001 100 0.078153
256 5001 100 0.078432
256 5001 100 0.077819
256 5001 100 0.078500
256 5001 100 0.078913
256 5001 100 0.078463
256 5001 100 0.078118
256 5001 100 0.078514
256 5001 100 0.078323
256 5001 100 0.078528
256 5001 100 0.078884
256 5001 100 0.078380
256 5001 100 0.078218
256 5001 100 0.078327
256 5001 100 0.078239
256 5001 100 0.078349
256 5001 100 0.078862
256 5001 100 0.078368
256 5001 100 0.078163
256 5001 100 0.078618
256 5001 100 0.078240
256 5001 100 0.078302
256 5001 100 0.078757
256 5001 100 0.078162
256 5001 100 0.078178
256 5001 100 0.078656
256 5001 100 0.078245
256 5001 100 0.078556
256 5001 100 0.078779
256 5001 100 0.078308
256 5001 100 0.078045
256 5001 100 0.078691
256 5001 100 0.078590
256 5001 100 0.078995
256 5001 100 0.078483
256 5001 100 0.078097
256 5001 100 0.078465
256 5001 100 0.078834
256 5001 100 0.079030
256 5001 100 0.078363
256 5001 100 0.078242
256 5001 100 0.078551
256 5001 100 0.079004
256 5001 100 0.078381
256 5001 100 0.078206
256 5001 100 0.078467
256 5001 100 0.079017
256 5001 100 0.078506
256 5001 100 0.078192
256 5001 100 0.078593
256 5001 100 0.079137
256 5001 100 0.078284
256 5001 100 0.078232
256 5001 100 0.078530
256 5001 100 0.078936
256 5001 100 0.078385
256 5001 100 0.078173
256 5001 100 0.078646
256 5001 100 0.079058
256 5001 100 0.078407
256 5001 100 0.078461
256 5001 100 0.078488
256 5001 100 0.078961
256 5001 100 0.078382
256 5001 100 0.078387
256 5001 100 0.078892
256 5001 100 0.079183
256 5001 100 0.078347
256 5001 100 0.078461
256 5001 100 0.079047
256 5001 100 0.079094
256 5001 100 0.079394
256 5001 100 0.078817
256 5001 100 0.079051
256 5001 100 0.079012
256 5001 100 0.079363
256 5001 100 0.079312
256 5001 100 0.079316
256 5001 100 0.079336
256 5001 100 0.079461
256 5001 100 0.080872
256 5001 100 0.080865
256 5001 100 0.080706
256 10001 100 0.277254
256 10001 100 0.277304
256 10001 100 0.277191
256 10001 100 0.277406
256 10001 100 0.277270
256 10001 100 0.277479
256 10001 100 0.277344
256 10001 100 0.277628
256 10001 100 0.277709
256 10001 100 0.277536
256 10001 100 0.278062
256 10001 100 0.278014
256 10001 100 0.278011
256 10001 100 0.278315
256 10001 100 0.278417
256 10001 100 0.278190
256 10001 100 0.278592
256 10001 100 0.278660
256 10001 100 0.278582
256 10001 100 0.278844
256 10001 100 0.278776
256 10001 100 0.278982
256 10001 100 0.278849
256 10001 100 0.278977
256 10001 100 0.278737
256 10001 100 0.278863
256 10001 100 0.278871
256 10001 100 0.279123
256 10001 100 0.279018
256 10001 100 0.279059
256 10001 100 0.279067
256 10001 100 0.279056
256 10001 100 0.278990
256 10001 100 0.279043
256 10001 100 0.279169
256 10001 100 0.279256
256 10001 100 0.279250
256 10001 100 0.279290
256 10001 100 0.279333
256 10001 100 0.279443
256 10001 100 0.279378
256 10001 100 0.279539
256 10001 100 0.279341
256 10001 100 0.279270
256 10001 100 0.279545
256 10001 100 0.279240
256 10001 100 0.279382
256 10001 100 0.279647
256 10001 100 0.279589
256 10001 100 0.279532
256 10001 100 0.279571
256 10001 100 0.279566
256 10001 100 0.279489
256 10001 100 0.279650
256 10001 100 0.279705
256 10001 100 0.279516
256 10001 100 0.279669
256 10001 100 0.279624
256 10001 100 0.279664
256 10001 100 0.279527
256 10001 100 0.279665
256 10001 100 0.279597
256 10001 100 0.279885
256 10001 100 0.279712
256 10001 100 0.279813
256 10001 100 0.279631
256 10001 100 0.279712
256 10001 100 0.279710
256 10001 100 0.279763
256 10001 100 0.279803
256 10001 100 0.279786
256 10001 100 0.279958
256 10001 100 0.279980
256 10001 100 0.280061
256 10001 100 0.280018
256 10001 100 0.279946
256 10001 100 0.280151
256 10001 100 0.280083
256 10001 100 0.280130
256 10001 100 0.280110
256 10001 100 0.279928
256 10001 100 0.280248
256 10001 100 0.279998
256 10001 100 0.280076
256 10001 100 0.280041
256 10001 100 0.280029
256 10001 100 0.280189
256 10001 100 0.280275
256 10001 100 0.280148
256 10001 100 0.280201
256 10001 100 0.280154
256 10001 100 0.280177
256 10001 100 0.280318
256 10001 100 0.280264
256 10001 100 0.280253
256 10001 100 0.280446
256 10001 100 0.280350
256 10001 100 0.280393
256 10001 100 0.280492
256 10001 100 0.280457
256 10001 100 0.280506
256 10001 100 0.280500
256 10001 100 0.280346
256 10001 100 0.280251
256 10001 100 0.280538
256 10001 100 0.280451
256 10001 100 0.280496
256 10001 100 0.280631
256 10001 100 0.280481
256 10001 100 0.280494
256 10001 100 0.280764
256 10001 100 0.280640
256 10001 100 0.280762
256 10001 100 0.280692
256 10001 100 0.280522
256 10001 100 0.280677
256 10001 100 0.280730
256 10001 100 0.280873
256 10001 100 0.280689
256 10001 100 0.280879
256 10001 100 0.280827
256 10001 100 0.280772
256 10001 100 0.280980
256 10001 100 0.280650
256 10001 100 0.280969
256 10001 100 0.280739
256 10001 100 0.281071
256 10001 100 0.280655
256 10001 100 0.280786
256 10001 100 0.281148
256 10001 100 0.280793
256 10001 100 0.281166
256 10001 100 0.281148
256 10001 100 0.281099
256 10001 100 0.281090
256 10001 100 0.280788
256 10001 100 0.281176
256 10001 100 0.281097
256 10001 100 0.281131
256 10001 100 0.280833
256 10001 100 0.280750
256 10001 100 0.281130
256 10001 100 0.280955
256 10001 100 0.281177
256 10001 100 0.281099
256 10001 100 0.281246
256 10001 100 0.281313
256 10001 100 0.280843
256 10001 100 0.280928
256 10001 100 0.281327
256 10001 100 0.281444
256 10001 100 0.281107
256 10001 100 0.280886
256 10001 100 0.281023
256 10001 100 0.281134
256 10001 100 0.281664
256 10001 100 0.281397
256 10001 100 0.281636
256 10001 100 0.281636
256 10001 100 0.281493
256 10001 100 0.281813
256 10001 100 0.281763
256 10001 100 0.281593
256 10001 100 0.281544
256 10001 100 0.281792
256 10001 100 0.281696
256 10001 100 0.281791
256 10001 100 0.281727
256 10001 100 0.281613
256 10001 100 0.281768
256 10001 100 0.281658
256 10001 100 0.281656
256 10001 100 0.281660
256 10001 100 0.282863
256 10001 100 0.282597
256 10001 100 0.282752
256 10001 100 0.283831
256 10001 100 0.283843
256 10001 100 0.283733
256 10001 100 0.283829
256 10001 100 0.284241
256 10001 100 0.284156
256 10001 100 0.284188
256 10001 100 0.284307
256 10001 100 0.284449
256 10001 100 0.284861
256 10001 100 0.284875
256 10001 100 0.284696
256 10001 100 0.284983
256 10001 100 0.284764
256 10001 100 0.284833
256 10001 100 0.284671
256 10001 100 0.285147
256 10001 100 0.284806
256 10001 100 0.284781
256 10001 100 0.285324
256 10001 100 0.285032
256 10001 100 0.284764
256 10001 100 0.284743
256 10001 100 0.285175
256 10001 100 0.284988
256 10001 100 0.285319
256 10001 100 0.284810
256 10001 100 0.284886
256 10001 100 0.284716
256 10001 100 0.285011
256 10001 100 0.284804
256 10001 100 0.285576
256 10001 100 0.285096
256 10001 100 0.284968
256 10001 100 0.284843
256 10001 100 0.285039
256 10001 100 0.285481
256 10001 100 0.284792
256 10001 100 0.285480
256 10001 100 0.285044
256 10001 100 0.285551
256 10001 100 0.285403
256 10001 100 0.285323
256 10001 100 0.285318
256 10001 100 0.285494
256 10001 100 0.285526
256 10001 100 0.285812
