p n nt time
512 2501 100 0.035474
512 2501 100 0.035298
512 2501 100 0.035430
512 5001 100 0.078233
512 5001 100 0.078417
512 5001 100 0.078352
512 5001 100 0.078611
512 5001 100 0.078253
512 5001 100 0.078630
512 5001 100 0.078616
512 5001 100 0.078429
512 5001 100 0.078618
512 5001 100 0.078470
512 5001 100 0.078817
512 5001 100 0.078549
512 5001 100 0.078626
512 5001 100 0.079019
512 5001 100 0.078371
512 5001 100 0.078607
512 5001 100 0.078934
512 5001 100 0.079061
512 5001 100 0.078986
512 5001 100 0.078473
512 5001 100 0.078965
512 5001 100 0.078515
512 5001 100 0.078883
512 5001 100 0.079050
512 5001 100 0.078783
512 5001 100 0.079129
512 5001 100 0.079155
512 5001 100 0.079164
512 5001 100 0.079173
512 5001 100 0.078865
512 5001 100 0.078994
512 5001 100 0.079231
512 5001 100 0.079125
512 5001 100 0.079170
512 5001 100 0.078929
512 5001 100 0.079249
512 5001 100 0.079660
512 5001 100 0.079195
512 5001 100 0.079648
512 5001 100 0.078903
512 5001 100 0.079383
512 5001 100 0.079286
512 5001 100 0.079883
512 5001 100 0.079221
512 5001 100 0.079571
512 5001 100 0.079572
512 5001 100 0.079271
512 5001 100 0.079414
512 5001 100 0.079586
512 5001 100 0.079306
512 5001 100 0.079279
512 5001 100 0.079573
512 5001 100 0.079664
512 5001 100 0.079855
512 5001 100 0.079960
512 5001 100 0.079749
512 5001 100 0.079900
512 5001 100 0.080088
512 5001 100 0.080012
512 5001 100 0.080164
512 5001 100 0.079312
512 5001 100 0.079966
512 5001 100 0.079833
512 5001 100 0.079837
512 5001 100 0.079908
512 5001 100 0.080077
512 5001 100 0.080066
512 5001 100 0.080215
512 5001 100 0.080394
512 5001 100 0.080504
512 5001 100 0.080261
512 5001 100 0.080099
512 5001 100 0.079662
512 5001 100 0.080389
512 5001 100 0.080318
512 5001 100 0.080314
512 5001 100 0.080087
512 5001 100 0.080115
512 5001 100 0.080561
512 5001 100 0.080658
512 5001 100 0.079322
512 5001 100 0.080520
512 5001 100 0.080372
512 5001 100 0.079525
512 5001 100 0.079940
512 5001 100 0.080292
512 5001 100 0.080523
512 5001 100 0.079381
512 5001 100 0.080242
512 5001 100 0.080406
512 5001 100 0.080857
512 5001 100 0.080361
512 5001 100 0.079635
512 5001 100 0.079587
512 5001 100 0.080451
512 5001 100 0.080400
512 5001 100 0.079312
512 5001 100 0.080411
512 5001 100 0.079611
512 5001 100 0.080514
512 5001 100 0.079766
512 5001 100 0.080674
512 5001 100 0.079586
512 5001 100 0.080650
512 5001 100 0.080787
512 5001 100 0.079869
512 5001 100 0.080027
512 5001 100 0.080774
512 5001 100 0.079850
512 5001 100 0.080604
512 5001 100 0.080311
512 5001 100 0.079699
512 5001 100 0.080637
512 5001 100 0.080572
512 5001 100 0.079809
512 5001 100 0.080759
512 5001 100 0.080332
512 5001 100 0.079503
512 5001 100 0.079990
512 5001 100 0.080830
512 5001 100 0.080703
512 5001 100 0.079857
512 5001 100 0.080595
512 5001 100 0.081169
512 5001 100 0.081690
512 5001 100 0.080674
512 5001 100 0.079495
512 5001 100 0.080308
512 5001 100 0.081537
512 5001 100 0.081585
512 5001 100 0.081781
512 5001 100 0.081711
512 5001 100 0.081704
512 5001 100 0.081576
512 5001 100 0.081564
512 5001 100 0.081639
512 5001 100 0.081636
512 5001 100 0.081515
512 5001 100 0.080705
512 5001 100 0.079755
512 5001 100 0.080312
512 5001 100 0.081653
512 5001 100 0.081641
512 5001 100 0.081697
512 5001 100 0.080674
512 5001 100 0.079714
512 5001 100 0.080661
512 5001 100 0.081455
512 5001 100 0.081791
512 5001 100 0.081729
512 5001 100 0.081783
512 5001 100 0.081660
512 5001 100 0.080787
512 5001 100 0.079857
512 5001 100 0.080593
512 5001 100 0.081635
512 5001 100 0.080618
512 5001 100 0.079487
512 5001 100 0.080495
512 5001 100 0.081359
512 5001 100 0.081623
512 5001 100 0.081820
512 5001 100 0.081774
512 5001 100 0.080430
512 5001 100 0.079585
512 5001 100 0.080392
512 5001 100 0.081015
512 5001 100 0.081809
512 5001 100 0.081700
512 5001 100 0.081601
512 5001 100 0.080688
512 5001 100 0.079666
512 5001 100 0.080268
512 5001 100 0.081986
512 5001 100 0.081846
512 5001 100 0.081542
512 5001 100 0.080500
512 5001 100 0.079896
512 5001 100 0.080258
512 5001 100 0.081883
512 5001 100 0.081790
512 5001 100 0.080409
512 5001 100 0.080007
512 5001 100 0.080055
512 5001 100 0.082023
512 5001 100 0.080864
512 5001 100 0.079733
512 5001 100 0.080386
512 5001 100 0.081165
512 5001 100 0.082076
512 5001 100 0.080907
512 5001 100 0.079935
512 5001 100 0.080424
512 5001 100 0.081327
512 5001 100 0.082270
512 5001 100 0.082589
512 5001 100 0.082066
512 5001 100 0.082028
512 5001 100 0.082214
512 5001 100 0.082033
512 5001 100 0.081640
512 5001 100 0.081042
512 5001 100 0.079761
512 5001 100 0.080476
512 5001 100 0.081453
512 5001 100 0.082186
512 5001 100 0.082284
512 5001 100 0.082164
512 5001 100 0.082151
512 5001 100 0.082253
512 5001 100 0.082450
512 5001 100 0.082364
512 5001 100 0.082493
512 5001 100 0.082485
512 5001 100 0.082312
512 5001 100 0.081695
512 5001 100 0.082170
512 5001 100 0.080442
512 5001 100 0.079643
512 5001 100 0.080322
512 5001 100 0.081211
512 5001 100 0.082425
512 5001 100 0.082459
512 5001 100 0.082395
512 5001 100 0.082742
512 5001 100 0.082291
512 5001 100 0.082649
512 5001 100 0.082640
512 5001 100 0.082622
512 5001 100 0.081652
512 5001 100 0.082267
512 5001 100 0.080636
512 5001 100 0.080240
512 5001 100 0.080135
512 5001 100 0.081462
512 5001 100 0.082715
512 5001 100 0.082868
512 5001 100 0.082703
512 5001 100 0.082218
512 5001 100 0.082148
512 5001 100 0.081012
512 5001 100 0.079706
512 5001 100 0.080134
512 5001 100 0.081185
512 5001 100 0.082209
512 5001 100 0.082195
512 5001 100 0.081027
512 5001 100 0.079869
512 5001 100 0.080241
512 5001 100 0.081633
512 5001 100 0.082078
512 5001 100 0.081840
512 5001 100 0.081085
512 5001 100 0.080007
512 5001 100 0.080278
512 5001 100 0.081638
512 5001 100 0.082141
512 5001 100 0.082224
512 5001 100 0.080613
512 5001 100 0.079694
512 5001 100 0.080470
512 5001 100 0.081504
512 5001 100 0.082129
512 5001 100 0.082115
512 5001 100 0.081226
512 5001 100 0.079729
512 5001 100 0.080330
512 5001 100 0.081279
512 5001 100 0.082422
512 5001 100 0.082015
512 5001 100 0.081318
512 5001 100 0.079598
512 5001 100 0.080199
512 5001 100 0.081169
512 5001 100 0.081890
512 5001 100 0.082102
512 5001 100 0.081661
512 5001 100 0.079955
512 5001 100 0.080269
512 5001 100 0.081253
512 5001 100 0.082317
512 5001 100 0.082473
512 5001 100 0.081560
512 5001 100 0.079847
512 5001 100 0.080250
512 5001 100 0.081192
512 5001 100 0.081978
512 5001 100 0.082208
512 5001 100 0.081352
512 5001 100 0.079932
512 5001 100 0.080249
512 5001 100 0.081723
512 5001 100 0.082669
512 5001 100 0.082059
512 5001 100 0.081405
512 5001 100 0.079600
512 5001 100 0.080318
512 5001 100 0.081575
512 5001 100 0.082783
512 5001 100 0.082377
512 5001 100 0.081553
512 5001 100 0.080260
512 5001 100 0.080071
512 5001 100 0.081158
512 5001 100 0.082553
512 5001 100 0.082462
512 5001 100 0.081641
512 5001 100 0.080110
512 5001 100 0.080444
512 5001 100 0.081415
512 5001 100 0.082842
512 5001 100 0.082393
512 5001 100 0.081648
512 5001 100 0.079808
512 5001 100 0.080589
512 5001 100 0.081383
512 5001 100 0.082489
512 5001 100 0.083142
512 5001 100 0.081335
512 5001 100 0.079587
512 5001 100 0.080413
512 5001 100 0.083160
512 5001 100 0.081687
512 5001 100 0.082246
512 5001 100 0.082931
512 5001 100 0.079624
512 5001 100 0.080664
512 5001 100 0.083635
512 5001 100 0.081475
512 5001 100 0.082918
512 5001 100 0.082893
512 5001 100 0.080100
512 5001 100 0.080894
512 5001 100 0.083281
512 5001 100 0.081783
512 5001 100 0.082416
512 5001 100 0.083132
512 5001 100 0.080101
512 5001 100 0.080438
512 5001 100 0.083632
512 5001 100 0.081818
512 5001 100 0.082466
512 5001 100 0.082970
512 5001 100 0.079913
512 5001 100 0.080961
512 5001 100 0.083771
512 5001 100 0.081525
512 5001 100 0.082884
512 5001 100 0.082948
512 5001 100 0.080512
512 5001 100 0.080937
512 5001 100 0.083476
512 5001 100 0.081670
512 5001 100 0.082643
512 5001 100 0.083041
512 5001 100 0.080172
512 5001 100 0.080746
512 5001 100 0.083595
512 5001 100 0.081738
512 5001 100 0.082518
512 5001 100 0.083238
512 5001 100 0.080184
512 5001 100 0.080777
512 5001 100 0.084064
512 5001 100 0.081703
512 5001 100 0.082812
512 5001 100 0.084084
512 5001 100 0.080658
512 5001 100 0.083634
512 5001 100 0.081474
512 5001 100 0.084730
512 5001 100 0.083127
512 5001 100 0.083753
512 5001 100 0.080256
512 5001 100 0.083747
512 5001 100 0.081704
512 5001 100 0.084854
512 5001 100 0.084690
512 5001 100 0.084756
512 5001 100 0.082775
512 5001 100 0.083998
512 5001 100 0.080445
512 5001 100 0.084007
512 5001 100 0.081553
512 5001 100 0.085043
512 5001 100 0.084594
512 5001 100 0.084658
512 5001 100 0.084538
512 5001 100 0.082808
512 5001 100 0.084053
512 5001 100 0.080277
512 5001 100 0.081195
512 5001 100 0.084984
512 5001 100 0.084850
512 5001 100 0.084818
512 5001 100 0.083351
512 5001 100 0.083953
512 5001 100 0.080416
512 5001 100 0.083917
512 5001 100 0.081262
512 5001 100 0.082652
512 5001 100 0.084607
512 5001 100 0.080419
512 5001 100 0.084192
512 5001 100 0.081444
512 5001 100 0.083297
512 5001 100 0.084871
512 5001 100 0.080908
512 5001 100 0.084182
512 5001 100 0.081755
512 5001 100 0.083284
512 5001 100 0.084974
512 5001 100 0.080473
512 5001 100 0.084087
512 5001 100 0.083054
512 5001 100 0.080528
512 5001 100 0.083960
512 5001 100 0.082784
512 5001 100 0.080500
512 5001 100 0.084208
512 5001 100 0.083022
512 5001 100 0.081036
512 5001 100 0.084177
512 5001 100 0.082687
512 5001 100 0.081047
512 5001 100 0.083830
512 5001 100 0.083467
512 5001 100 0.080725
512 5001 100 0.084291
512 5001 100 0.082783
512 5001 100 0.080902
512 5001 100 0.084120
512 5001 100 0.083008
512 5001 100 0.081359
512 5001 100 0.084301
512 5001 100 0.082910
512 5001 100 0.081507
512 5001 100 0.084344
512 5001 100 0.083033
512 5001 100 0.081533
512 5001 100 0.084490
512 5001 100 0.083331
512 5001 100 0.081300
512 5001 100 0.084511
512 5001 100 0.083089
512 5001 100 0.081106
512 5001 100 0.084386
512 5001 100 0.082876
512 5001 100 0.081613
512 5001 100 0.084400
512 5001 100 0.083045
512 5001 100 0.081710
512 5001 100 0.084773
512 5001 100 0.082729
512 5001 100 0.081380
512 5001 100 0.084426
512 5001 100 0.083192
512 5001 100 0.081875
512 5001 100 0.084929
512 5001 100 0.083495
512 5001 100 0.081741
512 5001 100 0.084850
512 5001 100 0.081612
512 5001 100 0.084891
512 5001 100 0.083008
512 5001 100 0.083077
512 5001 100 0.084498
512 5001 100 0.083274
512 5001 100 0.084568
512 5001 100 0.083139
512 5001 100 0.085093
512 5001 100 0.083483
512 5001 100 0.084958
512 5001 100 0.083583
512 5001 100 0.084747
512 5001 100 0.083235
512 5001 100 0.084862
512 5001 100 0.084942
512 5001 100 0.083868
512 5001 100 0.083314
512 5001 100 0.085210
512 5001 100 0.083724
512 5001 100 0.085312
512 5001 100 0.083811
512 5001 100 0.085265
512 5001 100 0.083911
512 5001 100 0.084996
512 5001 100 0.084134
512 5001 100 0.085223
512 5001 100 0.084062
512 5001 100 0.085362
512 5001 100 0.083820
512 5001 100 0.085216
512 5001 100 0.083574
512 5001 100 0.085143
512 5001 100 0.085628
512 5001 100 0.085211
512 5001 100 0.085670
512 5001 100 0.085535
512 5001 100 0.085218
512 5001 100 0.085266
512 5001 100 0.085322
512 5001 100 0.085455
512 5001 100 0.085288
512 5001 100 0.085302
512 5001 100 0.085727
512 5001 100 0.085716
512 5001 100 0.085209
512 5001 100 0.085544
512 5001 100 0.085317
512 5001 100 0.085540
512 5001 100 0.085357
512 10001 100 0.278260
512 10001 100 0.278145
512 10001 100 0.278175
512 10001 100 0.278361
512 10001 100 0.278179
512 10001 100 0.278540
512 10001 100 0.278476
512 10001 100 0.278440
512 10001 100 0.278015
512 10001 100 0.278289
512 10001 100 0.278567
512 10001 100 0.278589
512 10001 100 0.278552
512 10001 100 0.278301
512 10001 100 0.278743
512 10001 100 0.278705
512 10001 100 0.278349
512 10001 100 0.278780
512 10001 100 0.278443
512 10001 100 0.278919
512 10001 100 0.278861
512 10001 100 0.278238
512 10001 100 0.278600
512 10001 100 0.278848
512 10001 100 0.279028
512 10001 100 0.278408
512 10001 100 0.279265
512 10001 100 0.279226
512 10001 100 0.279077
512 10001 100 0.278288
512 10001 100 0.279524
512 10001 100 0.278975
512 10001 100 0.278334
512 10001 100 0.278736
512 10001 100 0.279522
512 10001 100 0.279561
512 10001 100 0.279241
512 10001 100 0.279407
512 10001 100 0.279011
512 10001 100 0.278731
512 10001 100 0.278425
512 10001 100 0.279364
512 10001 100 0.279622
512 10001 100 0.279286
512 10001 100 0.279508
512 10001 100 0.279001
512 10001 100 0.279188
512 10001 100 0.278123
512 10001 100 0.279048
512 10001 100 0.279692
512 10001 100 0.279621
512 10001 100 0.279344
512 10001 100 0.279465
512 10001 100 0.279785
512 10001 100 0.279704
512 10001 100 0.279556
512 10001 100 0.279694
512 10001 100 0.279627
512 10001 100 0.278871
512 10001 100 0.279357
512 10001 100 0.278535
512 10001 100 0.278974
512 10001 100 0.278935
512 10001 100 0.279507
512 10001 100 0.279674
512 10001 100 0.279706
512 10001 100 0.279545
512 10001 100 0.279557
512 10001 100 0.279494
512 10001 100 0.279576
512 10001 100 0.279439
512 10001 100 0.279872
512 10001 100 0.279833
512 10001 100 0.279645
512 10001 100 0.279591
512 10001 100 0.279559
512 10001 100 0.279623
512 10001 100 0.279503
512 10001 100 0.279812
512 10001 100 0.279695
512 10001 100 0.279931
512 10001 100 0.279667
512 10001 100 0.279742
512 10001 100 0.279679
512 10001 100 0.279891
512 10001 100 0.279898
512 10001 100 0.278799
512 10001 100 0.279482
512 10001 100 0.278445
512 10001 100 0.279427
512 10001 100 0.279196
512 10001 100 0.279763
512 10001 100 0.279764
512 10001 100 0.279679
512 10001 100 0.279587
512 10001 100 0.279659
512 10001 100 0.279651
512 10001 100 0.279887
512 10001 100 0.279952
512 10001 100 0.279709
512 10001 100 0.279915
512 10001 100 0.279846
512 10001 100 0.279523
512 10001 100 0.280084
512 10001 100 0.280018
512 10001 100 0.280139
512 10001 100 0.280130
512 10001 100 0.279050
512 10001 100 0.279655
512 10001 100 0.278218
512 10001 100 0.279179
512 10001 100 0.279336
512 10001 100 0.279082
512 10001 100 0.280294
512 10001 100 0.280319
512 10001 100 0.279201
512 10001 100 0.279462
512 10001 100 0.278327
512 10001 100 0.279388
512 10001 100 0.279268
512 10001 100 0.279307
512 10001 100 0.279221
512 10001 100 0.279952
512 10001 100 0.278494
512 10001 100 0.279263
512 10001 100 0.279433
512 10001 100 0.279080
512 10001 100 0.279246
512 10001 100 0.279895
512 10001 100 0.278474
512 10001 100 0.279494
512 10001 100 0.279720
512 10001 100 0.279943
512 10001 100 0.279142
512 10001 100 0.278790
512 10001 100 0.279732
512 10001 100 0.278315
512 10001 100 0.279314
512 10001 100 0.279978
512 10001 100 0.279237
512 10001 100 0.279060
